200000
2 8949
2 106047
1 199513 31501
1 36467 7535
1 27153 157653
1 29505 55606
1 101288 140982
1 136443 64939
1 179851 55773
1 166157 154343
2 120860
1 199059 100778
1 27490 73310
2 56766
1 25598 103036
1 50590 2698
1 84851 37213
1 50030 175172
1 147642 67524
1 81955 49923
1 13470 185709
1 28960 188119
1 19328 132244
1 163922 113327
1 57225 198408
2 39546
1 95490 105685
1 112273 139320
1 45219 18973
1 151364 135578
1 42889 146534
1 199665 180709
1 35875 155433
1 105703 117347
1 112746 99650
1 84154 193453
1 36332 105628
1 59058 120059
1 109908 108060
2 179317
1 29680 22204
1 22782 122675
1 177363 60085
1 78018 66769
1 68424 75798
1 84715 118551
1 6674 171651
1 184850 62365
1 147362 46528
1 34544 1651
1 4300 90550
1 146026 181072
1 9194 146820
1 171614 89341
2 149263
1 79844 69613
1 147027 47278
1 84751 40777
1 117996 70988
1 11492 29633
2 57996
1 89306 172704
1 128047 147492
1 131291 81995
1 198465 79839
1 63252 57123
1 26618 44457
1 4580 177160
1 120371 167040
1 71483 50857
1 156152 119999
2 195304
1 43040 197683
1 139330 103787
2 48449
1 176625 178765
1 58485 175048
1 135699 31690
1 54456 178077
1 104079 10429
1 122424 184765
2 18241
1 107705 157015
1 101652 71466
1 92301 1015
1 186621 185336
1 159206 167847
1 60413 29912
1 71496 26964
1 22304 42879
1 384 82862
1 144283 148148
1 195895 138520
1 111675 25250
1 22072 75923
1 121230 66077
1 20159 101293
1 47504 29107
1 160004 141542
1 154969 179892
1 22472 186531
1 97284 4165
1 132320 117142
1 93347 175777
2 1855
1 104458 94241
1 71496 122824
1 136342 115447
1 87623 22740
2 82893
1 76498 54680
1 102027 124410
1 6055 142273
1 124864 113471
1 105930 155136
1 106214 129821
1 67169 5101
2 30755
1 173986 79870
1 42559 90637
1 95681 99377
1 169128 170833
1 120590 46548
1 152477 1892
2 113730
1 159601 149865
1 162042 122925
1 27375 51516
1 17396 8609
1 74704 147126
1 14981 52192
1 158674 21106
1 65565 54404
1 58479 170903
1 106239 4654
1 75662 29723
1 20415 86129
1 130346 172825
2 158491
1 176963 131970
1 146821 54462
2 82719
1 78347 68245
1 176225 128308
1 86528 41070
1 60027 82189
1 83780 34276
1 79748 94094
1 169541 38429
1 15066 136702
1 126554 103748
1 113728 144470
1 174989 174898
1 57546 41353
1 11434 105306
1 191308 75732
1 145351 149811
1 24900 17864
1 42837 186027
1 100934 166613
1 12326 37706
1 196777 163097
1 51454 119076
2 12209
1 39345 85535
1 172417 158524
1 88904 152783
1 73390 79984
1 25263 85741
1 164052 94692
1 119654 102452
1 90770 63245
1 66864 10894
1 46007 76460
1 46973 139613
1 148497 159414
1 3992 129477
1 134195 95748
1 145682 19198
1 152902 133885
1 128046 28504
1 197843 55360
1 67022 122063
1 149007 175254
1 170142 144658
1 158888 81047
1 90816 145038
1 156815 10970
1 90871 121728
1 5063 95139
1 91287 80443
1 81389 187976
1 81708 12726
1 154311 24293
1 73513 11289
1 192337 174593
2 65749
1 147231 13574
2 180158
1 3634 101612
1 38474 41664
1 54613 63903
1 138939 129277
1 117650 40882
1 86540 173767
1 98806 70467
1 31553 38373
1 198408 59845
1 131924 52637
1 89937 155878
1 180386 70852
2 123178
1 22090 39957
1 101052 170442
1 49201 92242
1 61960 19279
1 71836 72932
1 22002 91085
1 32924 111464
1 105952 133269
1 48135 138425
1 144092 22984
1 80388 124190
1 90554 13724
1 138579 115507
1 186893 168877
1 102048 3797
1 100618 87751
1 162377 10962
1 100668 182386
1 194669 179152
1 166954 195903
1 178296 124924
1 84358 68371
2 68652
1 103896 137624
1 129185 46578
1 179833 57962
1 41911 34721
1 170201 19316
1 156100 125518
1 185254 118986
2 193274
1 183701 40148
1 174472 151033
1 44750 109877
1 67290 17907
1 107280 185468
1 149274 197728
1 78826 196940
1 150718 35044
1 10365 94469
1 42238 6910
1 161064 23889
1 56477 113458
1 154485 120300
1 20022 191544
1 152197 124275
2 33289
1 133571 196089
1 59747 40902
1 185975 193763
1 65128 152473
1 80055 166828
1 131508 247
1 85330 77254
1 42364 119975
1 130992 28629
1 96973 189524
1 132251 54298
1 3637 178641
1 8593 101344
2 94768
1 72518 181513
1 104848 196629
1 33503 106308
1 94131 150785
1 54734 10134
1 90977 83524
1 139 45877
1 170482 38283
1 5202 11073
1 129453 46286
2 124043
1 121494 73302
2 9353
1 30027 104487
1 110690 169345
1 69780 95977
2 148130
1 171269 95163
1 68630 185619
1 85883 150192
1 143868 77621
2 66727
1 131956 55889
1 163263 7586
2 32149
1 166670 73688
2 42299
1 48384 18831
1 74 48302
1 194986 133099
1 189317 69483
1 7546 136436
1 132551 19092
1 14757 61228
1 127053 94404
1 152221 17452
2 155091
1 55222 186081
1 181148 83903
1 144161 193224
1 6869 16459
1 71634 43150
1 75661 96248
1 65248 199712
1 27907 56305
1 80692 146661
1 13943 100862
1 62007 141005
1 12915 180266
1 185401 178462
1 116507 9590
1 116579 71356
1 85110 173120
1 107487 132793
1 93692 47534
1 118277 132893
1 12578 53663
1 94474 68791
1 129892 67859
1 132516 99236
1 156627 82969
1 46657 177119
1 109599 11577
1 79720 43083
1 154213 17380
1 19567 99068
1 3708 32793
1 99487 26380
1 178301 195544
1 60005 66844
1 116433 48332
1 39098 58217
1 191103 152564
1 32213 131281
1 65334 131603
1 129039 21029
1 144279 114648
1 2646 180914
1 122055 8080
1 164118 77771
1 90099 151691
1 10789 71576
1 103076 40588
1 37742 30244
1 133829 188981
1 64800 66275
1 74163 30449
2 157271
1 90118 65412
1 34402 84875
2 123763
1 59343 193398
1 139003 107528
1 26824 106328
1 8436 141150
1 172250 117822
1 33061 15951
1 125112 44304
1 63818 129572
1 150760 146546
1 36573 2432
1 198573 156562
1 12134 122314
2 17333
1 4596 23812
1 104456 144581
1 27332 162810
1 183209 149217
1 55734 29373
1 17954 58752
1 123452 62589
2 129977
1 27070 122118
1 188867 36354
1 62758 72941
1 94159 125096
1 137881 156129
1 42888 51899
1 151605 69269
1 98427 175355
1 78413 178985
1 185091 180452
1 140021 192024
1 53053 40763
1 134922 102563
1 91247 56023
2 108868
1 101094 184948
1 113063 28800
1 161802 37420
1 137925 54921
1 91406 86497
1 3068 35047
1 182225 115132
1 1299 76907
1 73470 169641
1 52923 43065
1 32281 178951
2 137982
1 154847 83338
2 161895
1 71669 69014
1 79769 148002
1 73981 130151
2 92243
1 198106 54044
1 100676 30497
1 193365 134161
1 140240 40820
1 164003 112949
1 150523 162098
1 85616 25740
1 130051 182957
1 47661 125771
1 136926 4484
2 192005
1 34802 58116
1 76293 162245
1 22695 180863
2 66075
1 160235 78098
1 179315 178272
1 161449 50057
1 199420 160222
1 12821 160235
1 70558 24279
1 140506 2254
1 94468 140560
1 750 184107
1 123999 159838
1 77594 96009
1 56403 129653
1 180933 29543
1 66400 195950
1 149061 75566
1 61459 158617
1 43240 150486
1 39469 54660
1 99200 125015
1 95956 62986
1 89389 65555
1 61113 180894
1 75119 190977
1 9929 173337
1 166444 106781
2 95704
1 143717 184318
1 196626 98058
1 186083 34881
1 127892 194115
1 25470 171803
1 8429 145298
2 131799
1 146699 129510
2 131408
1 61752 139913
1 17792 175224
1 51 122274
2 84571
1 172272 158284
1 40862 15385
1 90318 109404
1 181657 96942
1 150940 106256
1 498 134658
1 131944 14709
1 5851 118619
2 157190
1 132414 100338
1 20806 823
1 128073 146389
1 95516 48788
2 183543
1 123610 58947
1 172028 29360
1 89054 185553
1 164296 51885
2 127628
2 172075
1 95407 48860
1 116226 109465
1 93665 140065
1 31226 73864
1 129482 102635
1 169817 154252
1 192311 21964
1 25829 98503
1 90216 42675
1 153217 51478
1 69114 59957
1 122049 42685
1 137557 50334
1 6188 25489
1 16086 191929
1 8401 27557
2 123007
1 92885 32141
2 166557
2 72950
1 40667 25562
1 40059 126429
1 163676 142118
1 129926 160851
1 137449 146719
1 168576 1497
2 69847
1 110490 168168
1 29109 188234
1 40125 29097
1 100 70334
1 128254 173954
1 166011 5073
1 102220 83125
1 102678 130964
1 161352 9076
1 145442 162451
1 17686 91976
1 150411 135010
1 189605 154436
1 98022 34795
1 17085 151657
2 161760
1 101716 142345
1 82435 47590
1 93355 122789
1 47419 143702
2 134454
1 182343 146869
1 27291 145419
1 188904 105453
1 74544 141997
1 186425 104693
1 40699 155636
1 190280 172485
1 106563 85498
1 192711 182406
2 109507
1 66890 4796
1 56558 114613
1 198161 178474
1 87461 37792
1 102449 46910
1 60425 124517
1 142995 195390
1 149590 18822
1 196555 103920
1 155177 150520
2 12766
1 132302 107956
1 158700 74836
1 174060 85350
1 101475 56896
1 64163 143386
1 175432 45837
1 79976 155263
1 68350 43275
1 154331 21832
1 103505 44473
1 159182 14612
1 178207 175189
1 144980 172064
1 46466 125858
1 17100 119468
1 56448 21370
1 102317 4331
1 189750 162964
1 67860 164911
1 140866 15574
1 120396 109203
1 142000 152095
1 168924 59754
1 100968 133774
1 124951 108584
1 71701 112663
1 55648 117328
1 132953 191239
1 64316 77981
1 35119 48852
1 25309 101749
1 42528 99115
1 119787 179147
1 28330 119732
1 108053 7635
1 686 5737
1 6361 71979
1 145689 97239
1 107024 72391
1 36884 32499
1 189757 81501
1 2608 198112
1 98967 40467
1 65484 120896
1 16533 77734
1 20681 118201
1 31097 125468
1 38895 29129
1 31904 55915
1 191585 119053
1 142729 145963
1 106302 162638
1 41379 57978
1 129433 169358
1 114204 74798
1 173404 100625
1 138342 128384
1 115512 140655
1 115596 73398
1 183696 135256
1 41206 102801
1 870 165160
1 31930 15289
1 190086 195437
1 124643 97445
1 56689 71479
1 84677 142351
1 23948 21792
1 3778 106584
1 183882 123227
1 190614 1783
1 855 169089
1 92202 86119
1 65734 39577
1 26647 78801
1 13053 198440
1 30712 25528
1 74592 146554
1 16885 137636
1 24955 106735
1 136077 32336
1 16627 85577
1 61860 2647
1 145647 69621
1 33613 164893
1 198019 66327
1 43417 190458
1 181277 174235
1 68704 180588
1 127795 180025
1 163471 131069
1 67308 160456
1 120563 64689
1 50573 84934
1 174148 111861
1 137767 168870
1 151733 70276
1 65792 57564
1 20924 168796
1 59327 166757
1 170141 46049
1 54683 132058
1 27323 463
1 32646 175606
1 71329 166885
1 18773 186789
1 113741 194640
1 134515 94479
1 20862 77782
1 189703 127205
1 145663 134980
1 125027 65451
1 47284 128217
1 20974 95943
1 71461 14132
1 116180 143945
1 172105 33148
1 139948 91899
1 170068 3150
1 75178 63082
1 152836 103980
1 65286 135413
1 149288 145507
1 159980 30166
1 49649 198653
1 89509 34094
1 126 167593
1 30469 126102
1 59938 103208
1 149079 166051
1 108856 150073
1 184070 170040
1 167722 121094
1 188877 114899
1 3838 185935
1 71585 89040
1 137954 12120
1 65500 180674
1 22393 191439
1 187501 181108
1 74662 124992
1 164927 57274
1 42903 57404
1 176231 169022
1 141974 66887
1 80209 99463
1 69517 65345
1 197869 9804
1 148695 68183
1 145686 104249
1 141582 111979
1 92995 134144
1 147602 118336
1 50161 10212
1 150615 14635
1 91344 5506
1 30898 28854
1 170797 138593
1 125221 166230
1 47007 191099
1 154665 23823
1 51254 198412
1 635 161254
1 172769 99162
1 10345 199431
1 173535 7494
1 112415 173112
1 154024 114770
1 31725 74686
1 44892 123122
1 21787 110990
1 168236 13399
1 8624 1911
1 168327 162042
1 136766 71501
1 117831 198118
1 147954 24217
1 171101 157001
1 24346 4735
1 1658 40700
1 192184 13167
1 63040 56017
1 8390 68240
1 64424 103836
1 46218 24169
1 129205 145029
1 60572 67474
1 157272 82124
1 5429 121307
1 74277 27038
1 42555 126651
1 131062 136023
1 85641 159739
1 152926 103511
1 30596 140259
1 110353 79178
1 80027 165285
1 58257 51
1 34270 145673
1 72987 147705
1 79682 81305
1 30291 436
1 136243 85262
1 156206 48441
1 179548 14842
1 168671 45924
1 191475 106550
1 23620 63397
1 144200 95950
1 198673 162958
1 4046 90924
1 33788 112796
1 115755 171907
1 112042 28355
1 18941 174717
1 88858 128639
1 188717 167398
1 106896 102488
1 169848 177497
1 159941 180277
1 74235 49836
1 84685 41189
1 163263 17496
1 83017 111977
1 90181 196587
1 178190 142021
1 75603 45809
1 69908 186953
1 34623 169439
1 25955 86682
1 36987 132802
1 186427 16710
1 136162 135720
1 151107 7177
1 88578 47949
1 138677 102681
1 118826 126217
1 195207 14584
1 161078 153335
1 79709 58682
1 18968 148649
1 144173 69205
1 89449 61898
1 158066 11433
1 55152 123859
1 94228 60624
1 53553 132274
1 135640 132840
1 144506 117495
1 188036 56990
1 91114 39553
1 76502 175420
1 137730 100457
1 145318 153782
1 183473 149229
1 27864 61489
1 133594 99615
1 77062 17493
1 62312 104591
1 104940 2261
1 80725 182902
1 147414 52924
1 47031 43428
1 102471 187322
1 80204 114540
1 13419 149679
1 194375 56141
1 94208 188855
1 56667 125860
1 24704 30710
1 100999 25361
1 103762 93414
1 48163 58023
1 86001 90910
1 116329 116568
1 154588 90085
1 152263 136159
1 158655 26679
1 192484 155696
1 88226 100182
1 61681 186461
1 26833 172821
1 69490 89353
1 70155 71585
1 133324 127250
1 176942 12369
1 123153 6395
1 76707 93232
1 142538 153624
1 129350 190023
1 133444 12797
1 51160 67952
1 61150 124968
1 32681 41880
1 113041 183854
1 86271 102292
1 65536 190499
1 83212 139560
1 114178 4238
1 27087 98003
1 131182 51980
1 83849 83103
1 123623 197059
1 105123 743
1 117991 152778
1 67613 122601
1 109648 128086
1 139770 40079
1 40113 7080
1 93290 58424
1 110933 28469
1 153976 47628
1 47378 52823
1 158645 171135
1 160144 83314
1 142820 122597
1 1688 110888
1 170471 25143
1 32480 135681
1 166762 74724
1 29268 109781
1 61455 41052
1 80486 75643
1 35993 184217
1 37208 93175
1 69468 22191
1 120969 172063
1 151396 64533
1 188991 160527
1 130149 129459
1 17972 54990
1 89315 89582
1 184867 52096
1 113122 55602
1 173972 182349
1 177105 61951
1 11366 43025
1 138226 29175
1 135837 144005
1 192845 2023
1 15020 108397
1 146901 188372
1 8645 22340
1 134875 105031
1 44830 112292
1 370 84891
1 130565 70138
1 16418 170375
1 45607 133482
1 49297 17703
1 13981 169343
1 135086 189007
1 44920 196566
1 60319 129107
1 194766 4810
1 91246 63952
1 177605 160226
1 142319 185471
1 1504 151098
1 71477 198395
1 57031 2031
1 163061 124048
1 8924 190927
1 96442 7047
1 166843 169920
1 40204 43695
1 83728 75375
1 95962 135981
1 184544 25276
1 171631 30663
1 104656 37348
1 51220 184237
1 15995 122158
1 33217 113545
1 26354 92826
1 166154 31689
1 132308 36999
1 135623 15914
1 88912 9507
1 47876 58502
1 135479 190552
1 68266 173409
1 53576 54005
1 82286 174705
1 161142 83675
1 156664 155628
1 6460 120297
1 116439 118998
1 163492 11433
1 89059 74634
1 114324 48828
1 59634 99976
1 177498 66051
1 169855 144768
1 634 18448
1 106519 69790
1 151157 53644
1 167557 137558
1 132251 158442
1 158656 40114
1 108051 31179
1 135188 171033
1 177514 22515
1 53135 8610
1 194523 132844
1 167469 39449
1 3678 56696
1 25477 5393
1 135796 51581
1 181940 125290
1 130417 10476
1 147530 189541
1 125706 85811
1 33780 47910
1 173601 188196
1 169578 19656
1 62607 176420
1 23578 55783
1 162609 192536
1 146708 84201
1 38518 135501
1 5687 198671
1 179239 197479
1 74523 185083
1 149304 175628
1 79552 93314
1 191630 45649
1 3703 33395
1 69521 161253
1 26063 50472
1 36211 170108
1 93251 195660
1 183681 96511
1 178850 183021
1 68842 32370
1 161470 101765
1 121869 63269
1 189145 132547
1 91464 89695
1 70540 124319
1 51902 187784
1 68474 155357
1 114984 148758
1 164341 17697
1 190367 96314
1 162414 25652
1 91753 67851
1 84706 173078
1 48194 150642
1 11587 39621
1 47532 82712
1 119845 116043
1 158394 38797
1 134123 154830
1 11736 170234
1 109296 141908
1 11935 69705
1 87546 125526
1 172952 184595
1 56731 73927
1 97231 164170
1 159529 109668
1 150810 185383
1 78625 95869
1 153577 188631
1 70039 129412
1 94608 88673
1 190242 152342
1 120018 134363
1 185221 59592
1 125680 25998
1 111840 181427
1 79667 7911
1 155287 160451
1 74742 183839
1 192707 165948
1 90359 91757
1 68952 161357
1 154719 47018
1 153815 161434
1 107343 60420
1 61365 19844
1 167149 30183
1 3851 112828
1 36144 97129
1 97983 6984
1 152552 89333
1 142962 38804
1 117265 106298
1 183915 152764
1 69465 23956
1 40580 19353
1 142319 138299
1 136788 102090
1 195023 198315
1 16028 125060
1 71755 52691
1 73525 184989
1 95132 76801
1 79161 116437
1 192681 141966
1 85809 96358
1 41175 84230
1 26560 156814
1 102738 150426
1 96782 31258
1 128602 137801
1 174390 196341
1 187792 172684
1 53299 74993
1 57731 5185
1 131080 62676
1 77110 70619
1 132655 112230
1 48117 96263
1 14725 162170
1 185688 186721
1 63220 58556
1 180054 39512
1 61728 151738
1 143437 115231
1 198614 172469
1 71568 99990
1 43633 175913
1 139122 100856
1 191694 111642
1 58962 168070
1 151155 135522
1 189480 22003
1 35323 46520
1 195407 185297
1 119110 153987
1 198483 74364
1 90846 5983
1 173628 164165
1 87212 58543
1 16219 60514
1 94172 116580
1 152852 7251
1 26765 2444
1 79404 87959
1 167230 35870
1 53525 49681
1 78197 26373
1 29560 191157
1 195698 106027
1 39490 34551
1 39763 141255
1 14834 178230
1 184777 124586
1 96226 137636
1 90426 150790
1 140115 7609
1 73912 45183
1 83197 168153
1 162402 160951
1 107095 7554
1 162009 181269
1 91620 29178
1 196838 31573
1 107391 199864
1 98026 117078
1 21224 153234
1 19206 72671
1 75662 134567
1 183243 3570
1 141471 121997
1 176548 43286
1 117582 105725
1 151426 115296
1 70500 150718
1 146953 184066
1 159819 33423
1 33145 3094
1 38870 79129
1 89247 138027
1 114388 106644
1 116028 130257
1 56534 194360
1 77174 79522
1 96767 111143
1 81086 69202
1 74124 148120
1 190145 122808
1 50020 115783
1 30867 155293
1 199009 5915
1 16728 171140
1 79838 159640
1 63284 28218
1 76548 3334
1 119670 49375
1 63248 146593
1 171393 171893
1 158631 101186
1 59 40425
1 179804 143182
1 40760 114592
1 26560 105885
1 29353 154948
1 73324 61229
1 199681 94030
1 52363 199560
1 84584 161365
1 83947 80947
1 25316 53784
1 13189 171353
1 99012 193736
1 109514 5047
1 35023 185818
1 21233 105865
1 95788 22923
1 173118 22068
1 146067 99508
1 1620 81396
1 197684 199185
1 79230 55305
1 35622 142028
1 35835 197150
1 26450 112782
1 140744 49786
1 2528 57417
1 84530 43370
1 110050 72127
1 74523 193198
1 178560 188695
1 175244 55267
1 84387 48481
1 170236 3313
1 161126 76456
1 92512 73462
1 23802 118199
1 198836 131057
1 187864 107566
1 86472 157747
1 46572 151943
1 192590 53763
1 158464 79396
1 32290 45265
1 124006 151580
1 127707 152798
1 98282 198853
1 54417 60201
1 70967 11651
1 195119 93917
1 78537 20945
1 95291 27385
1 3795 30223
1 195555 181055
1 143089 111501
1 57611 25953
1 46160 127960
1 194260 44072
1 101340 108418
1 134062 45927
1 133738 68342
1 68385 35103
1 130343 129723
1 79640 63988
1 51584 43272
1 136174 47184
1 196692 69001
1 144638 142038
1 74391 74737
1 67302 77322
1 161479 72769
1 55835 36862
1 17236 195991
1 121010 140864
1 41100 88891
1 26413 160578
1 178821 77989
1 84101 138
1 30029 94546
1 38648 129691
1 58967 38409
1 106194 89955
1 69151 53160
1 83008 132133
1 165150 84852
1 195923 33194
1 144820 23585
1 74769 96100
1 56914 147999
1 17538 15651
1 63720 21414
1 440 161851
1 121294 140610
1 156512 35189
1 79094 47394
1 122889 29941
1 90834 4125
1 75251 199852
1 197442 68166
1 10778 177663
1 153088 30961
1 116674 115063
1 39119 15174
1 80900 166378
1 127841 83014
1 187034 116457
1 43464 107803
1 107943 168427
1 112351 177317
1 175882 102394
1 50617 86274
1 47141 42332
1 190218 925
1 58984 137092
1 180565 187578
1 184099 3386
1 2901 48704
1 99148 83593
1 70448 37127
1 4621 11559
1 134169 165092
1 182994 195690
1 3844 136819
1 192785 39208
1 19151 86501
1 53658 143279
1 22382 45834
1 31777 128871
1 84503 70368
1 58890 118340
1 146672 121948
1 14004 132016
1 102198 31416
1 21065 109240
1 81327 18237
1 183044 176565
1 168849 29075
1 1027 106302
1 33140 156358
1 13007 197772
1 18550 108251
1 102441 9966
1 48557 3603
1 112408 192494
1 146450 116095
1 122608 155138
1 149035 110917
1 158373 49720
1 137977 134321
1 77712 149724
1 45092 65536
1 14336 37227
1 123491 18152
1 10820 92541
1 90160 27564
1 99704 125486
1 155500 66078
1 77135 38029
1 53006 105141
1 53920 18185
1 22033 87889
1 42675 85848
1 112030 17933
1 58253 100329
1 25720 95364
1 105209 129229
1 78375 145255
1 15770 161249
1 76006 134014
1 121775 70911
1 158032 149563
1 144421 53925
1 1097 194951
1 70115 92518
1 36329 194375
1 99857 74128
1 101486 199600
1 60842 134493
1 122338 110667
1 6212 116445
1 160649 113353
1 35870 97507
1 193168 5450
1 86121 138159
1 110706 20138
1 24729 111388
1 174189 151310
1 172462 113675
1 99237 166894
1 89085 184720
1 185046 130146
1 154180 191643
1 10815 37105
1 2734 115112
1 142349 57688
1 128932 58603
1 64710 87319
1 127829 195062
1 106359 142210
1 192582 66477
1 58592 775
1 183964 179373
1 140701 112123
1 76329 112439
1 170840 37866
1 59318 184994
1 21549 12510
1 126481 107202
1 197342 167278
1 123223 197075
1 151992 2315
1 144002 132395
1 101830 115335
1 123382 116191
1 150708 124007
1 24584 28083
1 81606 63467
1 19664 56712
1 47930 192283
1 61489 24385
1 137274 163859
1 65638 112758
1 66759 199186
1 137807 43741
1 102306 60543
1 102524 60661
1 21052 97341
1 24569 86069
1 60192 130673
1 29274 8372
1 161951 2320
1 93512 83610
1 117885 7278
1 197773 181126
1 131546 129285
1 90844 184065
1 21731 137474
1 75684 19683
1 96890 170134
1 194263 708
1 34274 151163
1 75317 198694
1 32048 72325
1 72543 67489
1 149614 181164
1 33560 34127
1 81553 198934
1 177950 65848
1 1629 174825
1 18026 80000
1 16087 103953
1 72771 102671
1 61548 150287
1 61001 62593
1 141855 53763
1 117056 30544
1 193528 123579
1 18332 163070
1 67243 82172
1 120460 86791
1 157511 97936
1 55625 11782
1 54496 90705
