200000
2 76805
1 146731 24352
1 75931 176991
1 137137 66458
1 17935 54639
1 76798 193261
1 194018 110895
1 160884 40072
1 126728 129980
1 177480 59389
1 42862 163309
1 140830 18883
1 122166 152243
1 25383 75433
1 140788 96432
1 138167 42461
1 104553 132248
1 189354 70749
1 2175 179911
1 186809 136380
1 109829 103522
1 67159 119065
1 97516 159408
1 75090 61658
1 82690 185915
2 101800
1 108038 52141
1 53107 114918
1 80584 18603
1 180096 183623
1 157173 58633
1 130834 194956
1 38941 193953
1 70551 97560
1 99368 149208
1 64536 163982
1 189938 125463
2 50551
1 179018 26852
2 143689
1 84780 51210
1 176277 158832
1 121810 72997
1 55262 168190
1 89880 103171
1 89144 176118
1 179010 146666
1 107244 24719
1 165497 162746
1 115822 9233
1 34157 47527
1 63837 143147
1 117355 192821
1 146941 44567
1 57594 143609
1 180592 139121
1 127163 48783
1 3131 6868
1 188096 38166
1 105143 169846
1 30509 80884
1 190100 6214
1 105485 131590
1 149910 101764
1 178679 72678
1 78281 63712
1 181474 38051
1 132744 27223
1 18757 90108
1 104558 43210
1 60403 72479
1 193371 94816
1 167286 174752
2 31722
1 8167 77610
1 173695 122288
1 122119 65371
1 85847 125817
1 50218 11234
1 156502 43710
2 165931
1 14171 110251
1 191794 88803
1 85647 76285
1 182836 5547
1 138282 176067
2 157997
2 171218
1 146085 1344
1 143971 178517
1 141849 194459
1 28434 41222
1 15224 160771
1 75332 63132
1 134495 87517
2 8391
1 86218 187022
1 63439 103696
1 65552 107195
1 148735 180658
1 27683 60023
2 44347
1 154837 124214
2 155668
1 190372 49294
1 182965 58328
1 107295 174800
1 105992 132933
1 92099 72270
1 122177 136934
1 111374 115368
1 115720 6329
1 126985 33544
1 104900 60524
1 171009 5762
2 196344
1 119294 22404
1 126167 34909
1 173731 61150
2 181402
1 104249 10789
1 80735 64321
1 80539 133961
1 35552 163601
1 133666 83409
1 33785 106963
1 67474 110045
1 94965 161745
1 115716 77505
1 22857 142357
1 165345 37351
1 168369 81950
1 352 187495
1 114574 103267
1 75841 45540
1 134462 121804
1 50634 111658
1 191997 150637
1 16896 178757
1 180284 142149
1 129640 9381
1 2944 93559
1 101055 91568
1 85565 114952
1 29048 157286
1 40819 79449
1 43765 164220
1 102984 188838
1 45513 117298
1 129191 31486
1 68972 8759
1 97368 157253
2 75582
1 167802 84833
1 169379 86656
1 139938 109789
1 1453 23632
1 53296 126362
1 135342 145893
1 197169 82487
1 36332 162507
2 154972
1 56615 99532
1 40268 136202
1 60687 166446
1 96792 129530
1 71970 4490
1 183891 72197
1 38140 39627
1 137691 80926
1 179367 46828
2 92372
1 156217 180373
1 188050 158334
1 154623 6556
1 50620 60245
1 61468 165301
1 159094 32110
1 158051 124407
1 112154 111120
1 75280 78992
1 139499 183696
1 287 11525
1 193175 150768
1 110960 30059
1 190515 36921
1 3865 49829
1 85874 21206
1 9354 34464
1 52902 83252
2 149288
1 121163 153851
1 149883 114147
1 98318 33649
1 159395 198681
1 162336 66906
1 146638 161328
1 148855 110292
1 195759 62319
1 135453 174984
1 44819 52637
1 189651 88546
1 83680 173660
1 43429 143314
2 102675
1 16759 93390
1 114577 86395
1 165232 74510
1 16433 11633
1 146222 76362
1 26472 195545
1 123132 9316
1 153617 1566
1 16062 33244
1 190871 61226
1 131947 68582
1 117902 90724
1 109388 90571
1 93268 196910
1 25850 77893
1 129897 148446
1 66068 160982
1 2635 52028
1 27391 87594
2 50006
2 56183
1 5549 134199
1 109309 176921
1 160238 193231
1 16450 119745
1 41077 160049
1 85487 65611
1 48802 43640
1 56583 178514
1 76423 94406
1 72037 179276
1 182919 68604
2 9721
1 94957 173616
1 149404 99140
1 99251 162325
1 16641 40085
1 53554 100528
1 182738 26181
1 86121 161015
1 26623 66609
1 69423 49533
2 146759
1 193736 43631
1 98919 80018
1 135817 7017
1 162665 24465
1 57383 132839
1 130550 90393
1 128762 45116
1 127495 12796
2 24971
1 118729 30769
1 18548 151989
1 129546 11548
1 55594 94015
1 73590 83712
1 18852 143476
1 40105 22373
1 74747 23620
1 162456 32347
1 89251 193504
1 166505 161272
1 38189 176464
1 188115 79186
1 15165 72536
1 164663 187580
1 65608 90956
1 194558 18501
1 198481 104112
1 141555 80110
1 59748 4115
1 28259 10666
1 140563 179694
1 194483 147292
1 124081 199288
1 54466 141708
1 25100 170508
1 42367 125163
1 122031 119423
2 166220
1 95462 139799
2 184855
1 177939 40453
1 170784 77460
1 154065 165073
1 167068 153073
1 74271 64642
1 78409 141497
1 149868 131686
2 137672
1 113682 165680
1 195281 27931
1 99391 103666
1 38823 70023
1 154808 52858
1 44537 29226
1 186760 22098
1 80673 64026
1 152035 110403
1 192071 17024
1 180743 165070
1 189092 139828
1 74004 105449
2 56951
1 42808 192936
1 134180 179845
1 6298 178559
1 106723 40213
1 171671 150921
2 13385
1 114376 152980
1 192092 145390
1 43979 154501
1 134567 131152
1 153774 30949
1 178566 24808
1 14755 159925
1 71988 149007
1 20461 179833
1 19971 19600
1 91257 92336
2 180627
1 103031 12669
1 34673 79635
1 17395 109647
2 39576
1 74954 18897
1 137864 91381
2 180582
1 196953 47303
1 76478 198708
1 194030 65411
1 113490 60567
1 67777 6744
1 154875 90225
1 84289 134657
1 193444 23097
1 11811 33562
1 52456 119002
1 148808 5909
1 119825 143567
1 64976 168634
1 127248 66236
1 55422 158883
1 105021 31567
1 99597 98935
1 6800 142999
1 94674 49894
1 148832 81765
1 150355 7014
1 79579 45857
1 94247 40108
1 103365 196335
1 149390 76462
1 147317 140994
1 109779 6423
1 141325 157568
1 115360 107915
1 135225 189144
1 169762 1692
1 156459 56416
1 174430 6093
1 136533 109554
1 117586 71814
2 72807
1 54200 98640
1 114686 126539
2 162512
1 129778 23213
1 185769 123765
1 113123 73278
2 106494
1 187991 199378
1 158718 135588
1 148856 107004
1 148399 82709
1 141676 83565
1 131469 90897
1 49732 55424
1 59525 117436
1 3623 167259
1 47009 163258
1 40752 153381
2 154500
1 73021 41801
1 79649 13543
1 120993 102025
1 102480 22866
1 20743 21643
1 82125 42206
1 10777 100623
1 26845 127146
1 147804 93525
1 134710 64667
1 117039 37368
1 177694 28375
1 37447 32904
1 74824 181252
1 7849 121004
1 36204 161534
1 58025 93558
1 137893 154135
1 134049 157768
1 166991 99795
1 139125 190503
1 180129 178659
1 116869 102749
1 186505 175585
1 144179 40340
2 120902
1 149556 112983
1 122977 5386
1 54142 95616
1 191171 113936
1 96809 51628
1 130740 76219
1 35270 181834
1 185365 96624
2 174944
1 19624 9535
2 156075
1 192662 32291
1 73419 96518
1 43293 187483
2 201
1 25539 199548
2 180118
1 86105 33174
1 131431 123966
1 76677 100518
1 28047 65990
1 177256 56598
1 122517 160742
1 36053 1025
1 671 120950
1 58256 129435
1 4642 148908
1 1170 76236
1 194936 68440
2 139647
1 198039 156544
1 30677 175846
1 160431 41205
1 127049 138618
1 48313 5650
1 192609 16720
1 72312 124453
1 25580 110361
1 26398 30450
1 124322 124321
1 114894 19595
1 134396 62792
1 155024 121901
1 44692 64639
1 33684 61213
1 59326 138438
1 45868 188292
1 52134 116196
1 144132 26951
2 126379
1 187283 151076
1 154217 72827
1 45660 131560
1 79107 71536
1 76914 184830
1 150579 12266
1 28294 141280
1 134216 94509
1 158367 145236
1 194603 52925
1 6392 61665
1 11487 60024
1 72283 123219
1 80893 55476
1 136510 188082
1 77933 19673
1 59678 158975
1 8104 111360
1 151642 181295
1 84652 138381
2 98066
1 50263 104512
2 46484
1 20809 82090
1 65350 123335
1 158404 193623
2 139116
1 52122 36354
1 131336 45799
1 159295 24390
1 73196 75701
1 164548 40178
1 171901 22026
1 4177 198723
1 111692 125736
1 10959 37639
1 29907 151676
1 172040 90401
1 42161 7611
1 50112 132671
2 133606
1 14847 171283
1 78758 49042
1 170656 24208
1 87263 82346
1 86877 66645
1 15356 55420
1 94571 71340
1 15011 107428
1 36709 146660
1 180405 45070
1 36488 162676
1 70632 40302
1 182703 140940
1 150825 176765
1 111371 1021
1 69810 196470
1 1638 198348
1 100647 146576
1 56857 2513
1 19445 41661
1 46219 113366
1 147309 60003
1 61164 44204
1 73438 65434
1 116529 86480
2 31155
1 198909 134481
1 37125 164044
1 170989 136576
1 154431 170463
1 50989 170859
1 168693 58129
1 30378 32565
1 172243 119696
1 181648 174704
1 108490 185076
1 60899 134430
2 113294
1 45082 171940
1 82558 139662
1 121430 100385
1 35981 106035
2 133516
1 120757 126315
2 6004
1 57311 44020
1 49944 63337
1 146847 188869
1 51428 47459
1 183568 79204
2 3046
2 123065
1 77983 40726
1 174483 105173
1 1744 107702
1 150062 110873
1 151772 34010
1 28688 27153
1 161005 66385
1 134711 191415
2 190444
1 166883 62424
1 94403 38593
1 198232 5501
2 195201
2 44309
1 101087 191876
1 109162 93520
1 177151 4117
1 185308 107465
1 132042 35402
1 36247 61637
1 134766 28887
1 131068 2551
1 151094 107907
1 141900 21526
1 134701 98080
1 181037 28479
1 92849 9611
1 145697 101709
1 143637 43172
1 102594 25207
1 171453 187726
1 57345 87082
1 144629 50346
2 164704
1 55461 65810
1 189664 71533
2 24600
1 91918 99593
1 175053 140906
1 136868 141046
1 10515 72179
1 194816 63332
1 29720 98464
1 168694 133567
1 95649 120237
1 67651 117238
2 28271
1 188854 95556
1 20959 89304
1 4020 131313
1 76770 141993
1 19810 19934
1 66376 27643
1 13570 2228
1 117089 193620
1 102133 108076
2 119719
1 52277 121944
1 186460 17393
1 41990 86047
1 2503 147253
1 197170 50287
1 36857 16322
1 10205 135361
1 183376 90301
1 154070 128948
1 98185 103708
1 30224 184754
2 1118
1 135953 11551
1 195010 10973
1 31813 130422
1 178642 160905
1 27798 47391
1 183935 197366
1 21120 140796
1 79059 177696
1 50076 126845
1 82813 87500
1 163710 155810
1 63503 161058
1 161554 173618
1 85556 133449
1 141814 59706
1 168694 194052
1 32154 49163
1 130160 120397
1 160087 40367
1 82960 198448
1 47564 48235
1 3664 119658
1 121407 77178
1 9973 182722
1 86259 40327
1 164744 5351
1 186117 23532
1 59220 2955
1 47245 46762
1 156001 63999
1 145842 30761
1 175791 169424
1 197069 62129
2 147446
1 153058 118082
1 35580 177820
1 80763 176859
1 96642 165942
1 101951 163046
1 124772 170436
1 36592 66128
1 7975 75943
1 179917 146562
1 51904 125733
1 2887 66940
1 125549 29727
1 60545 53617
1 124309 129553
1 61006 103843
1 92131 145931
2 132774
1 151773 56544
1 126224 41258
1 168196 112976
1 32321 198297
1 83949 68942
1 100483 109075
1 189688 111403
1 42519 23245
1 153266 121220
1 7428 53716
1 48402 22818
1 71919 88326
1 197810 116823
1 29752 138958
1 43919 32854
1 57368 23263
1 150275 4690
1 147256 55732
1 184193 115803
1 156052 178054
2 102418
1 4295 198289
2 138557
1 52090 150079
1 10365 47612
1 26418 185926
1 76985 84504
1 79793 44337
2 38426
2 119164
1 3503 95236
1 144084 184822
2 148549
1 104645 10315
1 42571 121353
1 106450 39496
1 83163 72284
2 79486
1 3039 82448
1 145481 180508
1 109508 38989
1 77448 98647
1 71792 3011
1 51962 194542
1 41357 172049
1 40728 32820
2 98026
1 156700 192918
1 89184 136056
2 155802
1 10704 30220
1 17858 146944
1 158012 72167
1 38217 94858
1 143481 154984
1 77016 13150
1 105268 140324
1 68635 23943
1 32913 182571
1 108142 178739
2 102763
1 182686 69434
1 183590 164365
1 195316 80461
1 143204 196081
2 28365
1 33375 197842
1 166654 60816
1 186206 10999
1 15927 42207
1 121637 169868
1 170011 79953
1 149972 134868
1 75113 73452
1 100113 51259
1 28539 869
1 137409 123054
1 21795 180699
1 61002 113850
1 168326 55825
1 194119 192296
1 69496 102700
1 88012 103000
1 148761 181421
1 90203 171485
1 199599 4848
1 125415 50904
1 185733 77413
2 130632
1 143009 26884
1 189128 28222
1 173960 101840
1 12276 156971
1 74716 103140
1 77833 136203
2 18204
1 42043 20395
1 121177 101045
1 58639 65984
1 164043 139838
1 189717 134861
1 165502 58993
1 182754 109074
2 134207
1 169887 174465
1 186544 151717
2 77677
1 136216 190792
1 174773 132706
1 181246 144487
1 63424 105250
1 157790 192294
1 131906 175911
1 179719 156758
1 68992 33305
1 166119 123196
1 9356 47403
1 154221 196050
1 113786 136825
1 1509 29051
1 146017 165536
1 32912 26693
1 131860 8797
1 56963 78629
1 118818 179433
1 165570 47470
1 26316 57492
1 136669 125587
1 155014 93088
1 73866 12574
2 142577
1 173244 94084
1 82518 159831
2 129312
1 69883 38162
1 142266 86472
1 192829 174843
1 142464 18929
1 29823 103162
1 165323 10316
2 48526
1 123464 121374
1 19513 12216
1 3384 13746
2 178301
1 94186 150625
1 176622 88559
1 153965 75072
1 127414 54417
1 6045 144918
1 87669 99817
1 73270 134511
2 82988
1 6598 83393
2 78711
1 29286 102998
1 33936 168239
1 103883 99130
1 139232 52152
1 4058 137276
1 51196 82293
1 40118 130242
1 69964 176253
2 146667
1 131268 199012
1 183572 120262
1 145137 130371
1 164275 89524
1 191924 196236
1 54097 104158
1 134208 64068
1 133921 155524
1 135701 107212
1 47429 93976
1 55962 162656
1 145167 146141
1 62903 9359
1 14266 185217
1 91128 150076
1 184931 162872
1 54111 75542
1 107020 41881
1 82634 53140
1 3155 169085
1 130310 118900
1 21487 36822
1 126387 121013
1 52972 41358
1 189593 103634
1 31784 17056
1 105033 115328
1 133582 99003
1 177016 154027
1 5905 162901
1 152216 37868
1 37931 123533
1 45944 156238
1 61591 155524
1 175455 165251
1 197197 1789
1 109347 40545
1 68798 25396
1 164303 36193
1 32399 51516
1 135030 160154
1 17498 104412
1 80209 167866
1 196321 45995
1 127264 66054
1 2645 130602
1 6975 128275
1 123079 40290
1 84743 36740
1 35373 146559
1 135080 129925
1 139161 62699
1 22532 84553
1 82741 177391
1 169550 158208
1 12290 152774
1 62820 107420
1 66066 121155
1 121577 1604
1 103555 116709
1 103591 40409
1 94270 100473
1 105508 17064
1 102127 67888
1 132227 113008
1 97990 2560
1 141597 9109
1 32047 72576
1 160800 42660
1 171789 199679
1 84391 55434
1 82493 40805
1 101531 42127
1 166857 4621
1 187722 73303
1 117739 42914
1 72901 38043
1 138435 51704
1 146943 42468
1 151195 28205
1 7908 29001
1 187162 27521
1 21559 102698
1 9862 168947
1 128431 44268
1 174911 19612
1 163027 145654
1 51704 114064
1 51540 180332
1 18295 178611
1 45419 86763
1 107536 193177
1 154547 109446
1 135902 96994
1 170057 107007
1 146690 197396
1 124706 168584
1 147936 96057
1 20461 115643
1 72215 175228
1 157993 189592
1 113024 154943
1 171081 133822
1 52778 6143
1 110726 125100
1 97044 20652
1 195716 196920
1 56299 24834
1 110376 185232
1 73605 98732
1 122105 163953
1 160030 185050
1 154422 69669
1 136018 193313
1 43383 27586
1 32858 94931
1 37703 185759
1 52811 148511
1 67777 3224
1 19724 176875
1 67561 66501
1 95768 114864
1 55245 87606
1 47732 108182
1 197533 65458
1 188145 143440
1 187719 153010
1 158949 4601
1 153111 177304
1 79846 6064
1 74573 52789
1 122951 151217
1 51968 159418
1 177943 192949
1 107443 29757
1 28502 129611
1 182 168367
1 87418 40503
1 45951 78940
1 30435 127755
1 158280 71780
1 71962 147973
1 139500 38393
1 140240 170984
1 170941 102681
1 26004 129694
1 166120 160588
1 126550 165069
1 101836 93665
1 21211 6903
1 110552 89317
1 79104 31064
1 151204 142628
1 145651 48570
1 195601 83812
1 63791 35804
1 185507 199134
1 77880 12675
1 19295 99583
1 146455 62816
1 46689 23071
1 20118 199971
1 125440 178817
1 155134 90015
1 8996 59980
1 8784 32095
1 33447 155911
1 111554 142024
1 74091 161946
1 172860 161392
1 14011 71684
1 114002 89470
1 140134 132312
1 63810 7747
1 113112 57340
1 101361 154776
1 39674 154340
1 109155 185464
1 124171 193995
1 101113 68448
1 69951 27058
1 26862 197029
1 194904 51357
1 54291 111189
1 181188 107211
1 187722 54994
1 144758 2293
1 123714 170603
1 141383 41481
1 98226 152188
1 36239 132136
1 167896 53448
1 193216 169502
1 118450 12308
1 180995 156641
1 129149 52999
1 18902 104524
1 174509 102080
1 676 102493
1 7277 187318
1 83877 164525
1 61976 43095
1 136953 196142
1 66168 137242
1 130688 14954
1 1086 153510
1 16317 122811
1 78594 63080
1 180139 52294
1 189308 688
1 163167 78460
1 37827 54796
1 159711 101907
1 183876 41768
1 22594 197248
1 69510 60004
1 30857 151928
1 30493 109687
1 79676 115561
1 163564 161603
1 71433 13684
1 39839 119802
1 19801 32684
1 87912 54257
1 176564 176660
1 1721 150850
1 192792 188628
1 151554 132584
1 90900 144252
1 80685 89621
1 87146 158078
1 6807 69206
1 128677 175526
1 141520 60970
1 166712 26204
1 27669 41439
1 75992 56540
1 110605 124271
1 21468 145204
1 29954 28058
1 165970 169343
1 176737 167300
1 2468 177313
1 115124 18961
1 169452 142722
1 60702 42687
1 191829 102287
1 135064 54340
1 190835 32430
1 13482 66537
1 27876 195200
1 85485 67301
1 179559 48285
1 111487 111485
1 175356 100812
1 141191 92827
1 148862 174913
1 32043 172014
1 15293 197338
1 183759 53762
1 111712 93212
1 138000 161567
1 126010 180074
1 40704 191847
1 153834 84103
1 30051 94763
1 12408 59341
1 9002 93454
1 117869 169774
1 45487 196381
1 139571 116073
1 143921 132397
1 126191 117904
1 182737 184438
1 13019 198009
1 58124 54640
1 67687 175745
1 135291 18093
1 49809 73928
1 153736 35574
1 22339 124906
1 79603 424
1 126253 113147
1 179909 41744
1 67939 40070
1 57875 187910
1 23097 81734
1 74358 30023
1 125981 154725
1 166409 41494
1 82997 78772
1 163619 168853
1 81209 111594
1 27222 166495
1 22354 116578
1 102185 40617
1 175092 16143
1 62418 189657
1 194234 194690
1 1334 37349
1 132032 76190
1 20196 98160
1 98181 158682
1 121935 33761
1 129792 15096
1 18380 187206
1 51011 137220
1 53260 80936
1 64335 179727
1 51739 188975
1 108214 77293
1 192281 87992
1 89911 137774
1 36983 84405
1 70039 194137
1 36341 161797
1 131516 34606
1 134362 72083
1 181647 109084
1 116212 140020
1 142609 40832
1 41298 22972
1 168701 12896
1 157695 60450
1 107871 11240
1 26816 170580
1 141556 175972
1 75536 125148
1 139204 82622
1 125531 142324
1 172988 17593
1 54777 157862
1 62479 166766
1 43693 127272
1 68687 33797
1 147357 141495
1 123975 4151
1 153490 157490
1 78364 195970
1 147059 65913
1 99363 155949
1 80254 151175
1 54853 68094
1 190344 168396
1 111826 61944
1 58294 48910
1 4386 169626
1 49019 167042
1 142322 199317
1 67412 23270
1 197438 184269
1 89985 141666
1 107930 80211
1 50758 75167
1 115159 76704
1 22241 136103
1 16147 170069
1 56077 43198
1 4640 168562
1 30903 67584
1 123993 58453
1 134656 29756
1 181184 1652
1 135156 11024
1 184284 6045
1 131144 23494
1 189843 19244
1 79066 93166
1 147715 67021
1 22884 73212
1 19558 82100
1 3009 30372
1 1254 192154
1 22501 61812
1 154493 113337
1 100119 5745
1 79505 180299
1 120753 20086
1 107855 57343
1 187354 89417
1 194886 23996
1 170049 176703
1 58822 57561
1 17950 111698
1 118457 80797
1 4069 10752
1 147329 63732
1 183371 36071
1 165076 128754
1 83517 102174
1 11860 166795
1 34270 185174
1 30643 148882
1 49792 72370
1 4677 147954
1 46565 61028
1 149415 11179
1 143223 147401
1 105935 99150
1 111046 105798
1 13428 92602
1 24897 164451
1 122465 93721
1 192311 164712
1 186901 101846
1 10575 81654
1 53022 156640
1 153029 114600
1 16502 13156
1 85670 165674
1 93532 173766
1 164623 184281
1 163447 68706
1 166306 75420
1 151847 105089
1 86857 143042
1 115693 151390
1 198064 140766
1 61950 135002
1 42172 115231
1 161250 157629
1 30993 15539
1 9618 168176
1 52163 44253
1 23570 189623
1 100827 27541
1 181708 181363
1 14542 118880
1 167406 67480
1 64250 26033
1 125765 90859
1 44321 133439
1 107931 89407
1 195241 165223
1 69710 48625
1 79572 156420
1 143410 106657
1 162940 8909
1 171432 53042
1 138386 116207
1 31103 25221
1 96599 169515
1 161227 122417
1 54043 94962
1 163909 95431
1 128502 171135
1 125666 77700
1 5188 105396
1 134966 188438
1 126885 116984
1 15115 45652
1 197493 4816
1 65213 165752
1 160263 158205
1 184089 39327
1 3880 33301
1 190070 149252
1 1554 10469
1 11859 184952
1 23278 185414
1 167347 150501
1 101135 153406
1 104949 12740
1 154412 112090
1 114295 77915
1 32092 41545
1 48876 30396
1 53912 23099
1 45500 178555
1 139820 51386
1 120604 61807
1 118782 89288
1 134575 55213
1 97348 103290
1 64476 79232
1 78591 160661
1 89776 162539
1 135805 89639
1 67702 44770
1 120527 38759
1 125589 51398
1 195206 105169
1 169066 112033
1 168564 195195
1 130982 195298
1 129761 28220
1 66601 147226
1 168396 140799
1 166880 193335
1 108388 116003
1 174492 20160
1 113606 145429
1 166324 19345
1 127416 48945
1 22941 92823
1 12133 88022
1 145032 100879
1 121243 176392
1 121787 199611
1 29315 149322
1 157619 134437
1 91104 139004
1 110905 152408
1 187466 121074
1 14083 166236
1 80875 109206
1 127117 150513
1 2554 126464
1 181752 118926
1 178744 162004
1 85603 176795
1 145832 84060
1 176520 175533
1 177235 152102
1 84185 195137
1 34491 152287
1 24668 84604
1 185951 137329
1 24899 158753
1 167087 99290
1 2191 146
1 273 15949
1 154023 64779
1 62293 65614
1 199028 56412
1 171316 121033
1 145407 73958
1 140175 150899
1 151182 120473
1 75685 147172
1 24508 49645
1 90389 38259
1 186967 31518
1 188566 198867
1 121343 68332
1 198389 24366
1 127228 179666
1 96270 134784
1 191456 145542
1 127501 174966
1 73054 83825
1 136357 70215
1 148842 68720
1 65233 99858
1 191057 90059
1 2826 147577
1 32603 40757
1 95561 124861
1 139871 127108
1 72191 50395
1 27622 197362
1 164498 124774
1 12547 39444
1 32345 60005
1 49202 24281
1 24154 80815
1 9520 51014
1 98627 65798
1 24410 59249
1 108839 68081
1 46922 134203
1 185594 163165
1 36142 77522
1 22671 57525
1 18793 159014
1 74641 190399
1 51951 110827
1 84735 172410
1 198299 44112
1 69356 71414
1 34772 100798
1 177142 50548
1 71777 28179
1 18054 104766
1 195721 13536
1 169289 133321
1 33775 50721
1 79533 133896
1 30381 123516
1 92959 115475
1 148143 154172
1 169347 153978
1 175122 162191
1 5428 18147
1 102781 74877
1 84797 21931
1 78463 39467
1 91416 199290
1 133482 92304
1 127334 116392
1 65583 69622
1 134703 22160
1 41018 179700
1 127963 24947
1 143377 64234
1 13296 83152
1 18664 105086
1 176590 148737
1 198151 18325
1 133096 127000
1 176223 33685
1 41349 58810
1 156329 183065
1 15671 109435
1 2113 74228
1 134234 73339
1 132354 90155
1 103568 193345
1 187171 98285
1 41915 113494
1 124177 28310
1 59195 190691
1 155917 121123
1 157290 718
1 34951 82359
1 25237 100497
1 89019 39054
1 148924 7965
1 108749 51776
1 79948 185263
1 2592 106489
1 59740 28464
1 109884 156471
1 173989 120593
1 189728 117444
1 105158 121255
1 42853 181366
1 155704 165381
1 104724 116836
1 90510 24664
1 176969 94315
1 97201 198407
1 48329 110817
1 126426 134987
1 193952 157079
1 103631 165260
1 142975 196437
1 125218 159422
1 84181 89489
1 130855 67002
1 21931 186865
1 77684 164576
1 188357 137923
1 93151 36652
1 21943 82042
1 35572 142295
1 57862 185322
1 30517 52273
1 104127 70469
1 95382 49021
1 89692 174360
1 83832 104140
1 90517 25089
1 56357 114781
1 94467 12659
1 126987 181939
1 185788 198060
1 100733 134264
1 132266 58485
1 102952 2962
1 169902 68122
1 189202 112644
1 67828 113708
1 73497 190024
1 80407 163380
1 29097 122665
1 9080 198713
1 51326 70950
1 169690 77493
1 91676 78341
1 176512 19027
1 154124 38133
1 170121 15853
1 79385 121640
1 30092 127235
1 80714 63855
1 32111 195583
1 144737 72790
1 178381 192872
1 27989 118658
1 40649 188644
1 94347 27146
1 9004 75059
1 173403 139027
1 91526 149096
1 48641 109423
1 185731 110378
1 170273 155191
1 106892 13355
1 97344 76646
1 188065 36583
1 54911 47417
1 103412 13024
1 112857 123142
1 15049 158360
1 65632 537
1 143627 108239
1 49140 81621
1 35569 27006
1 66245 15433
1 159058 151316
1 82826 97042
1 709 117488
1 193409 134129
1 92541 112223
1 2921 5933
1 148579 181719
1 124349 170218
1 188597 104180
1 68402 102538
1 152094 32114
1 131571 56132
1 58455 52331
1 1820 90884
1 39422 103890
1 85045 23171
1 51829 81775
1 83888 147878
1 42557 178973
1 24549 187803
1 136914 93953
1 140749 16946
1 190281 75020
1 175421 124537
1 177512 5172
1 187812 159516
1 157766 170799
1 110790 187964
1 58468 191025
1 192827 73806
1 34955 128230
1 159907 75190
1 157991 125490
1 140011 139364
1 106147 89192
1 77637 106222
1 94149 198089
1 80228 41967
1 105612 186302
1 107318 48607
1 194055 64920
1 67878 134516
1 88441 160071
